,Unnamed: 0,1700022I11Rik,1810046K07Rik,5031425F14Rik,5730522E02Rik,Acta2,Adam2,Adamts2,Adamts4,Adra1b,Alk,Ankfn1,Ano4,Aqp4,Asic4,B4galnt2,B4galnt3,Barx2,Bcl11b,Bdnf,Bgn,Blank-1,Blank-10,Blank-2,Blank-3,Blank-4,Blank-5,Blank-6,Blank-7,Blank-8,Blank-9,Blnk,Bmpr1b,Brinp3,C1ql3,C1qtnf7,Cacng5,Calb1,Calb2,Camk2d,Car3,Cbln2,Cbln4,Ccbe1,Ccdc162,Ccdc3,Ccdc80,Ccnb1,Cd14,Cd24a,Cd52,Cdca7,Cdcp1,Cdh12,Cdh13,Cdh20,Cdh9,Ceacam9,Cemip,Chat,Chn2,Chodl,Chrm2,Chrna2,Cldn5,Clrn1,Cnr1,Cntnap5b,Cobll1,Col14a1,Col15a1,Col23a1,Col24a1,Col25a1,Corin,Cplx3,Crhr2,Crispld2,Cspg4,Ctss,Cux2,Cxcl14,Daam2,Dmkn,Dnase1l3,Dscaml1,Egfem1,Egfr,Egln3,Egr2,Elfn1,Enpp6,Epha7,Fam19a2,Fam84b,Fbxl7,Fezf2,Flrt3,Flt1,Fndc7,Fosb,Foxp2,Frem2,Fst,Gad1,Gad2,Gfap,Glra1,Gpc6,Grik1,Grin3a,Grm1,Grm8,Hpse,Hs3st5,Igf2,Igfbp4,Igfbp5,Igfbp6,Ikzf2,Il1rapl2,Il4ra,Inpp4b,Iqgap2,Itgb8,Kcng1,Kcnj8,L3mbtl4,Lama3,Lamp5,Lhx6,Lmo1,Lsp1,Ltf,Luzp2,Lypd1,Lyzl4,March1,Marcksl1,Meis2,Moxd1,Mrc1,Mrgprx2,Muc20,Mup5,Myh14,Ndst4,Nhs,Nkain3,Nnmt,Nos1,Npas1,Npnt,Npsr1,Npy2r,Nr2f2,Nr4a1,Nr4a2,Ntng2,Nxph1,Nxph2,Nxph4,Olah,Olfm3,Opalin,Oprk1,Osr1,Otof,Parm1,Pcdh8,Pde11a,Pdgfc,Pdgfra,Pdlim5,Penk,Phactr2,Plch1,Plcxd3,Pld5,Plekhg3,Pou3f1,Pou3f3,Pou6f2,Prdm8,Prok2,Prokr2,Prox1,Prr16,Prss12,Prss23,Ptger3,Ptprk,Ptprm,Ptprt,Ptpru,Pvalb,Pxdc1,Rab3b,Ramp1,Reln,Rerg,Rfx3,Rgs5,Rgs6,Rnf152,Ror1,Rorb,Rprml,Rspo1,Rxfp1,Rxfp2,Satb2,Scgn,Sema3e,Sema5a,Serpinf1,Sertm1,Sgcd,Shisa9,Slc17a6,Slc17a7,Slc17a8,Slc25a13,Slc30a3,Slc32a1,Slc44a5,Slco5a1,Sncg,Sox10,Sox6,Sp8,Spon1,Sst,St6galnac5,Sulf1,Sulf2,Syndig1,Syt10,Syt6,Tac2,Tbc1d4,Tcap,Teddm3,Tenm3,Th,Thbs2,Thsd7a,Timp3,Tmem163,Tmtc2,Tnfaip6,Tox,Trp53i11,Trpc4,Trpc6,Tshz2,Tunar,Ubash3b,Unc13c,Unc5b,Unc5d,Ust,Vip,Vipr2,Vtn,Vwc2,Wipf3,Wnt7b,Zfp804b,area,position,total_reads,simpleClass,x_um,y_um
424,424,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,1,0,0,0,3,0,0,0,0,0,54,0,0,2,1,0,0,0,0,2,0,1,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,4,4,0,0,0,0,0,0,0,1,0,0,18,6,0,0,0,2,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,18,1,0,1,0,0,1,1,1,1,0,1,0,1,0,24,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,1,1,0,0,0,7,1,0,6,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2,2,0,0,24,0,28,1,0,0,2,0,0,0,0,0,10,0,0,0,5,0,0,0,0,0,0,2,0,322,0,0,0,0,0,0,0,0,0,0,0,10,0,1,6,0,0,0,14,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,6,1,0,3,1,0,0,170.10000000000184,[1895.06337076 6535.2330543 ],654,107,1895.06337076,6535.2330543
425,425,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,1,1,0,0,1,0,0,1,1,0,4,12,1,0,0,8,0,0,0,1,0,1,1,0,0,1,0,60,0,0,0,0,0,0,1,2,0,5,2,2,0,0,2,0,0,0,1,0,1,0,0,0,5,6,0,0,0,0,0,0,0,4,0,1,0,1046,98,0,0,1,13,1,4,0,0,2,0,0,1,0,0,0,2,0,0,0,4,0,0,0,8,4,0,0,0,0,0,3,1,0,4,1,1,1,0,20,3,1,0,0,1,2,1,1,0,1,0,0,0,1,1,3,0,0,4,0,0,0,0,13,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,2,5,0,1,104,0,18,0,0,3,6,2,0,0,0,4,10,0,1,0,0,0,0,1,2,0,0,1,2,58,0,1,0,4,4,4,0,0,0,0,0,12,1,1,16,0,0,0,2,0,0,1,1,1,0,0,1,0,1,2,0,0,10,1,3,0,0,0,0,0,0,0,0,0,10,13,0,0,379.08000000001846,[1901.36337076 4993.9830543 ],1708,107,1901.36337076,4993.9830543
426,426,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,2,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,36,0,0,2,0,0,3,0,0,0,6,0,0,0,1,0,1,0,0,0,0,1,0,254,0,0,0,0,0,0,0,0,1,0,0,14,1,0,0,0,0,1,4,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,168.47999999999308,[1896.41337076 5760.7830543 ],428,72,1896.41337076,5760.7830543
427,427,0,0,0,0,2,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,0,1,0,0,1,0,0,0,1,0,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,1,1,0,0,1,3,0,0,1,0,1,0,0,0,0,0,0,0,6,5,1,0,0,3,0,0,0,3,0,0,0,26,8,0,0,0,0,0,5,1,0,0,0,0,1,12,0,0,0,1,1,0,0,0,0,0,20,0,0,1,0,1,0,4,0,0,0,2,0,0,0,16,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,5,0,0,5,0,0,0,0,1,0,1,1,0,0,6,0,0,0,1,1,0,2,0,0,0,1,0,0,0,0,0,0,4,1,0,34,0,48,0,0,1,3,0,3,0,0,2,22,0,0,0,3,0,0,0,0,0,0,2,3,350,0,0,2,0,1,0,0,0,1,0,0,32,0,0,28,1,1,0,28,0,0,0,3,0,0,0,0,0,2,2,3,0,0,0,1,1,0,0,0,0,1,12,2,0,1,2,0,0,291.59999999999667,[1899.56337076 6343.0830543 ],890,107,1899.56337076,6343.0830543
428,428,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,40,0,0,1,5,0,0,0,0,0,0,0,0,0,1,0,30,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,0,2,0,0,0,0,0,3,0,1,0,14,2,0,0,0,1,0,3,4,0,2,0,0,0,34,0,0,0,1,0,0,1,0,1,0,26,0,0,1,0,0,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0,0,0,1,0,13,0,6,0,0,0,0,0,0,1,1,0,1,0,0,0,8,0,0,1,0,0,0,0,1,0,1,0,0,1,0,2,0,4,1,2,1,14,0,16,0,0,1,4,1,1,0,0,0,36,1,0,0,6,0,0,1,0,0,0,2,0,498,0,0,3,0,0,2,0,0,0,0,0,24,4,0,18,1,1,0,18,0,0,0,6,0,0,0,1,0,2,0,0,1,0,1,0,0,0,1,0,1,2,16,0,0,0,3,0,0,220.32000000000053,[1898.66337076 6125.7330543 ],946,105,1898.66337076,6125.7330543
429,429,0,0,0,2,0,1,0,0,0,1,0,0,2,0,2,0,0,3,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28,0,0,4,0,0,0,1,1,0,1,4,0,10,0,0,0,9,1,1,0,0,0,0,0,0,0,2,0,84,0,0,0,0,0,0,0,1,0,5,1,1,1,0,1,0,0,0,10,1,0,0,0,0,10,8,2,2,0,13,0,0,0,8,1,0,0,24,20,0,0,0,1,0,3,3,0,2,0,5,2,6,0,1,0,0,3,0,9,0,1,0,372,2,0,13,0,1,0,1,1,0,2,0,0,4,0,38,1,0,0,0,0,0,1,0,0,0,0,36,0,0,1,8,0,0,1,0,0,0,1,16,0,2,5,1,1,2,0,1,0,0,0,0,0,1,1,0,1,0,1,4,0,0,1,0,0,0,50,0,14,0,1,8,16,0,3,0,0,0,36,0,4,0,1,0,0,0,0,0,0,2,1,764,0,1,0,0,2,0,0,0,1,0,0,30,2,1,20,0,4,0,28,0,0,2,32,0,0,0,1,0,1,0,3,0,7,0,2,0,0,2,0,0,3,8,1,0,5,1,0,2,486.0000000000082,[1902.71337076 6276.4830543 ],1884,107,1902.71337076,6276.4830543
430,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,8,1,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,1,4,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,194.40000000000737,[1898.21337076 6633.7830543 ],249,193,1898.21337076,6633.7830543
431,431,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,2,1,0,0,0,0,0,0,0,0,0,116,0,0,0,1,1,1,0,3,0,0,1,0,0,0,0,50,1,0,0,0,0,0,1,0,0,5,3,0,2,0,0,0,0,0,3,0,1,0,0,0,5,5,0,1,0,0,0,0,1,2,0,0,0,500,68,0,0,0,2,1,0,1,0,1,1,2,1,6,0,0,0,0,1,0,0,1,0,0,36,2,1,4,0,1,0,4,0,0,3,0,0,0,0,20,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,4,0,0,3,0,0,0,0,10,0,0,0,0,0,10,0,0,3,0,0,2,0,0,0,2,0,0,1,0,0,1,0,5,0,1,132,0,128,0,0,9,4,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,2,0,0,34,0,1,1,1,0,0,0,0,1,0,0,12,0,0,4,1,0,0,8,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,9,0,6,1,0,0,0,16,0,0,8,8,0,0,356.3999999999992,[1902.26337076 6389.8830543 ],1320,107,1902.26337076,6389.8830543
432,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0,0,0,250,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,204.11999999999173,[1900.46337076 6651.7830543 ],324,65,1900.46337076,6651.7830543
433,433,0,0,0,0,2,0,0,2,0,1,0,0,0,0,1,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,42,0,0,0,1,0,0,1,0,0,2,3,0,6,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,122,0,0,0,1,1,0,3,0,0,0,2,1,0,0,0,0,0,0,1,1,0,1,0,0,3,3,1,1,0,1,0,0,0,4,0,0,0,464,162,1,0,0,1,0,1,0,0,1,0,0,2,12,0,0,0,0,0,0,0,0,1,0,32,4,0,3,0,0,1,3,0,0,0,2,0,2,1,12,0,1,0,0,0,0,0,1,0,1,0,14,0,1,0,2,0,0,1,0,0,0,2,0,2,0,0,0,0,4,0,1,2,0,0,4,1,1,0,1,0,0,0,1,0,0,0,3,1,1,34,0,132,0,0,0,3,0,3,0,0,1,8,1,0,0,4,0,0,0,0,0,0,0,4,538,0,3,1,3,0,0,1,0,0,0,0,16,3,0,19,0,0,0,0,0,0,1,2,0,0,0,0,0,2,1,1,0,1,1,2,0,0,0,0,0,0,10,0,0,4,0,1,0,430.9200000000101,[1902.71337076 6237.7830543 ],1767,107,1902.71337076,6237.7830543
434,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,28,0,0,0,0,0,1,0,3,0,0,0,2,4,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,30,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,1,1,0,0,0,2,1,0,3,0,1,0,0,0,0,0,0,0,8,2,0,2,1,1,2,0,0,1,0,0,0,1,0,0,0,0,2,0,0,1,1,1,1,172,0,0,2,0,0,7,2,0,0,4,0,0,0,0,20,0,1,0,0,2,0,0,5,0,0,0,10,0,0,0,1,0,0,0,0,0,0,1,1,4,0,1,0,1,2,1,0,0,0,0,0,3,0,1,1,0,1,0,0,1,0,0,2,1,0,48,0,4,0,1,0,4,0,1,0,0,0,34,1,2,0,3,0,0,0,1,2,0,3,1,402,0,0,0,0,0,1,0,0,0,0,0,4,1,0,5,1,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2,3,4,0,0,3,0,0,2,306.1799999999907,[1904.06337076 6453.3330543 ],906,97,1904.06337076,6453.3330543
435,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,1,0,0,0,1,2,0,2,0,78,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,26,1,0,0,2,0,0,0,0,0,1,1,3,1,0,0,0,0,0,2,2,2,0,0,0,4,1,1,0,0,1,0,0,0,2,0,0,0,8,0,0,1,0,0,0,0,0,1,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,38,1,0,3,0,0,0,0,1,0,0,0,0,3,0,12,0,1,0,0,0,1,0,0,0,0,0,9,2,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,2,0,5,1,0,0,0,1,0,0,0,4,0,0,18,0,44,0,0,2,3,0,0,0,0,1,40,0,1,0,7,1,0,0,0,0,0,4,0,470,0,0,2,2,1,0,2,0,0,1,0,20,0,0,7,0,1,0,12,0,0,1,4,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,12,0,0,5,2,0,0,233.2799999999952,[1903.16337076 6545.5830543 ],920,105,1903.16337076,6545.5830543
436,436,0,0,0,1,0,2,0,1,0,0,0,1,1,0,1,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,10,1,2,0,1,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,1,48,1,0,0,0,1,0,1,0,0,4,1,2,0,0,1,0,0,0,3,0,0,0,0,0,3,5,1,0,0,1,0,0,0,0,3,0,0,2,2,0,0,1,0,0,2,2,0,1,0,1,0,10,0,0,0,0,1,0,0,0,0,0,28,0,0,0,0,0,0,1,1,0,3,1,0,0,0,34,0,0,0,0,0,0,0,0,1,0,0,6,0,1,0,0,0,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,2,1,0,1,0,1,3,22,0,12,2,0,1,3,0,2,0,0,0,24,0,3,0,9,0,1,0,0,0,0,1,0,830,0,1,0,0,1,0,0,0,0,0,2,6,0,0,1,0,1,3,2,0,0,2,13,0,0,0,0,0,0,0,0,0,2,0,7,0,0,0,0,0,2,0,0,0,3,5,0,0,335.3400000000006,[1908.11337076 5825.5830543 ],1186,96,1908.11337076,5825.5830543
437,437,0,0,0,0,2,0,0,1,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,3,0,0,0,2,1,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,2,1,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,490,156,0,0,0,3,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,16,4,1,2,0,1,0,1,0,0,0,0,0,0,0,12,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,2,0,0,94,0,72,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,5,0,22,0,1,2,4,3,0,0,0,1,0,0,8,7,0,12,0,0,0,20,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,4,0,1,0,0,0,1,4,1,0,5,3,0,0,306.17999999999495,[1906.76337076 5848.5330543 ],1097,107,1906.76337076,5848.5330543
438,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,194.40000000000126,[1905.86337076 6022.2330543 ],437,64,1905.86337076,6022.2330543
439,439,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,6,2,0,0,0,0,0,1,0,0,0,0,0,1,8,0,1,0,1,0,0,0,0,1,0,8,1,0,0,0,0,0,1,0,0,0,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,21,1,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,18,0,24,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,1,0,14,0,0,1,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,81.0,[1903.16337076 6528.4830543 ],304,107,1903.16337076,6528.4830543
440,440,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,12,1,1,0,1,0,0,0,1,1,0,0,0,52,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,80,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,0,0,0,0,2,0,0,0,3,3,1,0,0,0,0,0,0,2,0,0,0,332,142,0,0,0,11,1,3,0,0,0,0,1,0,2,0,0,0,0,2,0,1,0,0,2,12,3,0,1,0,0,0,6,0,0,3,1,0,0,0,36,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,3,1,0,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,0,0,58,0,130,0,0,0,3,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,4,0,52,1,0,1,2,0,0,0,0,0,0,0,16,1,0,7,0,0,0,26,0,0,0,0,1,0,0,0,0,2,0,0,0,11,0,1,0,2,0,1,0,0,6,0,0,7,6,0,0,291.6000000000131,[1908.56337076 5895.7830543 ],1112,107,1908.56337076,5895.7830543
441,441,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,2,1,1,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,4,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,24,6,0,0,1,0,0,1,4,0,0,0,2,2,16,0,0,0,0,0,0,0,1,0,0,24,0,0,1,0,2,0,0,1,0,7,0,0,2,0,10,0,1,0,0,0,1,1,0,0,0,0,6,0,0,0,1,0,0,0,0,0,1,0,0,2,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,18,1,42,0,0,1,2,2,7,0,0,0,28,0,0,0,3,0,1,0,0,0,0,2,0,366,0,1,0,0,0,1,0,0,0,0,0,16,0,0,0,0,3,5,18,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,2,4,0,1,218.69999999999757,[1907.66337076 5914.2330543 ],774,107,1907.66337076,5914.2330543
442,442,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,1,0,1,1,0,60,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,4,1,0,0,0,0,0,6,0,0,0,1,0,0,0,0,1,0,0,54,0,0,0,0,1,0,1,3,1,0,0,1,0,4,0,0,0,0,1,0,0,0,0,0,90,0,1,5,0,2,0,0,2,0,3,0,0,0,0,20,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,1,0,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2,28,1,68,0,0,5,5,0,2,0,0,0,24,0,0,0,0,0,0,0,0,0,0,1,0,322,0,1,1,0,0,0,0,0,0,1,0,10,3,0,1,0,0,3,26,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,18,2,0,1,2,1,0,291.59999999999667,[1910.36337076 5938.0830543 ],878,105,1910.36337076,5938.0830543
443,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,0,0,0,1,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,1,0,1,0,14,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,4,0,1,0,0,34,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,40,0,18,1,0,0,2,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,172,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,1,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,1,2,0,0,136.0799999999935,[1906.76337076 5995.6830543 ],548,97,1906.76337076,5995.6830543
444,444,1,1,0,1,8,0,0,4,0,2,0,1,0,0,0,1,0,8,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,1,0,0,120,8,0,2,4,0,1,2,3,1,1,2,3,40,1,0,1,10,0,0,1,1,0,0,0,0,0,3,0,0,2,0,1,0,0,0,22,0,0,5,5,7,0,0,0,5,0,0,9,3,2,1,0,0,13,7,1,0,0,6,0,0,0,2,2,0,0,6,286,1,2,3,9,0,11,3,0,3,0,1,2,0,0,1,0,0,4,0,5,0,3,0,18,8,1,7,0,2,0,7,1,0,9,10,1,3,0,0,2,1,0,0,1,0,0,1,0,0,0,23,2,1,0,9,0,1,2,0,0,0,0,2,13,0,4,5,1,28,0,0,1,0,1,7,2,0,2,5,0,1,0,2,0,0,0,6,2,8,0,0,334,3,0,2,9,0,8,1,0,1,10,1,1,0,5,0,1,0,1,0,0,2,4,474,2,4,1,5,2,1,0,0,0,1,2,1480,0,1,5,0,2,4,40,0,0,3,16,0,0,1,2,1,5,0,0,0,3,0,3,1,0,0,0,1,0,90,4,0,11,11,0,1,737.1000000000172,[1918.91337076 5716.6830543 ],3430,74,1918.91337076,5716.6830543
