,Unnamed: 0,1700022I11Rik,1810046K07Rik,5031425F14Rik,5730522E02Rik,Acta2,Adam2,Adamts2,Adamts4,Adra1b,Alk,Ankfn1,Ano4,Aqp4,Asic4,B4galnt2,B4galnt3,Barx2,Bcl11b,Bdnf,Bgn,Blank-1,Blank-10,Blank-2,Blank-3,Blank-4,Blank-5,Blank-6,Blank-7,Blank-8,Blank-9,Blnk,Bmpr1b,Brinp3,C1ql3,C1qtnf7,Cacng5,Calb1,Calb2,Camk2d,Car3,Cbln2,Cbln4,Ccbe1,Ccdc162,Ccdc3,Ccdc80,Ccnb1,Cd14,Cd24a,Cd52,Cdca7,Cdcp1,Cdh12,Cdh13,Cdh20,Cdh9,Ceacam9,Cemip,Chat,Chn2,Chodl,Chrm2,Chrna2,Cldn5,Clrn1,Cnr1,Cntnap5b,Cobll1,Col14a1,Col15a1,Col23a1,Col24a1,Col25a1,Corin,Cplx3,Crhr2,Crispld2,Cspg4,Ctss,Cux2,Cxcl14,Daam2,Dmkn,Dnase1l3,Dscaml1,Egfem1,Egfr,Egln3,Egr2,Elfn1,Enpp6,Epha7,Fam19a2,Fam84b,Fbxl7,Fezf2,Flrt3,Flt1,Fndc7,Fosb,Foxp2,Frem2,Fst,Gad1,Gad2,Gfap,Glra1,Gpc6,Grik1,Grin3a,Grm1,Grm8,Hpse,Hs3st5,Igf2,Igfbp4,Igfbp5,Igfbp6,Ikzf2,Il1rapl2,Il4ra,Inpp4b,Iqgap2,Itgb8,Kcng1,Kcnj8,L3mbtl4,Lama3,Lamp5,Lhx6,Lmo1,Lsp1,Ltf,Luzp2,Lypd1,Lyzl4,March1,Marcksl1,Meis2,Moxd1,Mrc1,Mrgprx2,Muc20,Mup5,Myh14,Ndst4,Nhs,Nkain3,Nnmt,Nos1,Npas1,Npnt,Npsr1,Npy2r,Nr2f2,Nr4a1,Nr4a2,Ntng2,Nxph1,Nxph2,Nxph4,Olah,Olfm3,Opalin,Oprk1,Osr1,Otof,Parm1,Pcdh8,Pde11a,Pdgfc,Pdgfra,Pdlim5,Penk,Phactr2,Plch1,Plcxd3,Pld5,Plekhg3,Pou3f1,Pou3f3,Pou6f2,Prdm8,Prok2,Prokr2,Prox1,Prr16,Prss12,Prss23,Ptger3,Ptprk,Ptprm,Ptprt,Ptpru,Pvalb,Pxdc1,Rab3b,Ramp1,Reln,Rerg,Rfx3,Rgs5,Rgs6,Rnf152,Ror1,Rorb,Rprml,Rspo1,Rxfp1,Rxfp2,Satb2,Scgn,Sema3e,Sema5a,Serpinf1,Sertm1,Sgcd,Shisa9,Slc17a6,Slc17a7,Slc17a8,Slc25a13,Slc30a3,Slc32a1,Slc44a5,Slco5a1,Sncg,Sox10,Sox6,Sp8,Spon1,Sst,St6galnac5,Sulf1,Sulf2,Syndig1,Syt10,Syt6,Tac2,Tbc1d4,Tcap,Teddm3,Tenm3,Th,Thbs2,Thsd7a,Timp3,Tmem163,Tmtc2,Tnfaip6,Tox,Trp53i11,Trpc4,Trpc6,Tshz2,Tunar,Ubash3b,Unc13c,Unc5b,Unc5d,Ust,Vip,Vipr2,Vtn,Vwc2,Wipf3,Wnt7b,Zfp804b,area,position,total_reads,simpleClass,x_um,y_um
1400,1400,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,0,0,0,0,1,0,0,0,0,90,0,0,5,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,0,2,8,0,16,2,0,1,0,0,4,0,0,0,20,0,0,0,4,0,0,0,0,0,0,0,0,676,0,1,0,0,0,0,0,0,0,0,0,4,0,0,1,0,1,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,1,0,0,415.52999999998207,[2407.61337076 5141.1330543 ],1008,64,2407.61337076,5141.1330543
1401,1401,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,22,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,410,142,0,0,1,4,0,2,0,0,1,0,0,2,6,0,0,0,0,0,0,0,0,0,0,8,5,0,3,0,1,2,0,1,1,1,0,1,0,0,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,1,0,0,40,0,76,0,0,1,1,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,1,1,60,0,3,0,2,0,0,0,0,0,1,0,2,0,0,4,0,0,0,2,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,9,2,2,1,1,0,0,2,0,0,7,4,0,0,194.40000000000737,[2403.11337076 5492.5830543 ],952,99,2403.11337076,5492.5830543
1402,1402,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,3,0,1,0,0,0,66,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,14,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,188,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,137.70000000000164,[2404.91337076 5233.3830543 ],371,104,2404.91337076,5233.3830543
1403,1403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,46,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,22,0,10,1,0,0,0,0,1,0,0,0,6,0,0,0,4,0,0,0,0,0,0,1,0,364,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,291.59999999999667,[2406.26337076 5767.9830543 ],551,105,2406.26337076,5767.9830543
1404,1404,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,32,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,3,0,0,0,0,1,0,0,0,0,0,0,6,2,0,0,0,0,0,1,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,1,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,0,1,0,0,2,0,3,1,0,0,1,1,0,0,0,0,0,0,0,0,16,0,0,0,0,0,1,0,2,0,0,0,12,0,0,0,2,0,0,0,1,0,0,0,2,292,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,292.41000000001236,[2405.81337076 6276.0330543 ],702,97,2405.81337076,6276.0330543
1405,1405,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,2,0,0,3,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,90,0,0,4,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,17,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,1,14,0,0,0,0,0,1,0,1,0,0,1,8,6,0,0,4,0,0,0,0,0,0,0,0,320,0,0,0,0,0,2,0,0,0,0,0,4,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,1,1,0,0,262.4400000000015,[2406.26337076 6090.1830543 ],571,97,2406.26337076,6090.1830543
1406,1406,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,1,1,0,0,2,0,0,0,0,0,22,0,0,0,0,0,1,0,0,1,0,144,0,0,2,0,0,0,0,1,0,4,0,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,20,1,2,0,0,1,0,0,2,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,340,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,233.27999999999145,[2407.16337076 5023.6830543 ],639,96,2407.16337076,5023.6830543
1407,1407,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,1,0,6,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,96,0,0,0,2,0,0,0,0,0,4,5,1,0,0,0,0,0,0,1,3,0,0,0,0,8,5,0,2,0,3,0,0,0,2,0,0,0,54,26,0,1,0,0,0,3,0,1,0,0,1,1,0,0,0,0,0,0,0,3,0,3,0,234,0,0,2,0,0,0,4,0,0,1,1,0,2,0,24,1,0,0,0,1,0,0,5,0,0,1,11,0,0,0,7,0,0,1,0,0,1,1,4,4,0,0,1,0,6,0,0,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,38,1,36,0,1,7,4,0,0,0,0,1,12,0,3,0,3,0,0,0,1,0,1,0,1,216,0,1,0,0,0,0,0,0,0,0,0,42,0,0,16,0,1,0,2,0,0,4,8,0,0,0,0,1,0,0,1,0,8,0,1,0,0,4,0,0,0,6,2,0,6,0,0,0,391.22999999999837,[2409.41337076 5696.4330543 ],1002,107,2409.41337076,5696.4330543
1408,1408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,89.10000000000082,[2404.91337076 6037.0830543 ],163,97,2404.91337076,6037.0830543
1409,1409,0,1,0,1,11,0,0,3,0,2,0,0,1,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1,0,2,0,0,0,0,0,0,0,3,0,32,2,1,0,2,0,0,1,1,0,0,2,0,0,2,0,16,0,0,0,0,0,0,32,0,0,1,2,25,0,0,0,2,0,0,2,2,0,0,0,0,15,11,0,1,0,0,0,0,1,2,0,0,0,540,172,1,0,0,15,5,8,1,0,3,0,1,0,4,0,0,0,1,0,0,0,0,3,0,24,2,0,2,0,0,2,10,0,0,2,1,0,2,0,8,2,0,0,0,4,13,1,0,0,0,0,1,0,2,1,6,0,0,3,0,1,3,5,1,0,0,1,7,0,264,0,0,0,0,4,4,2,0,0,1,0,0,0,0,1,0,0,1,1,3,22,0,134,0,0,2,10,0,0,0,0,0,8,6,0,0,0,0,1,0,0,0,0,2,0,68,1,2,0,0,5,0,0,3,0,0,0,1004,1,0,5,0,1,1,0,1,0,1,0,0,0,0,0,0,12,2,4,0,1,0,5,0,1,0,0,2,0,12,1,0,14,1,0,1,320.75999999999937,[2408.96337076 5305.3830543 ],2665,107,2408.96337076,5305.3830543
1410,1410,1,1,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,10,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,1,3,3,0,0,0,5,0,1,0,0,0,0,0,1,9,0,1,0,0,4,0,2,0,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,11,0,2,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,7,0,0,2,0,0,0,2,0,2,0,2,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,4,0,1,0,6,0,1,0,1,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,3,0,1,1,0,0,1,0,3,2,2,0,0,0,1,0,0,0,0,0,3,4,3,0,0,0,0,1,340.19999999999345,[2410.76337076 6487.5330543 ],201,0,2410.76337076,6487.5330543
1411,1411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,122,1,0,2,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,14,0,0,1,1,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,1,0,0,286,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,220.3199999999905,[2412.11337076 5127.1830543 ],515,96,2412.11337076,5127.1830543
1412,1412,0,0,0,0,2,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,112,3,2,1,8,0,0,0,0,1,0,0,1,28,0,2,0,0,1,0,0,0,1,0,0,2,0,0,0,348,1,0,0,0,0,0,0,1,0,1,3,0,0,1,1,0,0,0,2,2,1,0,0,0,2,12,2,0,0,0,1,0,2,2,0,0,0,260,14,0,1,0,2,0,0,0,0,0,0,0,2,30,0,1,1,0,1,0,0,0,1,1,324,1,0,4,0,0,0,3,0,0,0,0,0,1,0,40,2,0,0,0,1,0,1,3,0,2,0,24,0,1,0,5,0,0,1,0,0,1,0,4,2,0,0,0,2,144,0,0,0,0,0,1,1,0,2,0,0,2,1,0,0,0,1,0,0,0,72,0,30,0,0,0,7,0,2,0,0,1,22,2,0,0,3,0,1,0,1,1,2,4,1,536,0,0,2,0,0,0,0,0,2,1,0,22,0,0,4,0,1,0,4,0,0,0,3,1,0,1,0,0,3,1,1,0,5,0,2,0,0,0,2,1,2,500,2,0,1,1,1,2,409.85999999999086,[2414.36337076 6117.6330543 ],2693,107,2414.36337076,6117.6330543
1413,1413,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,50,0,1,1,0,0,1,0,0,0,1,2,0,20,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,1,0,2,0,2,1,0,0,0,1,1,0,0,0,0,3,5,3,0,0,0,0,0,0,0,0,0,0,10,6,0,0,0,0,0,4,1,0,4,1,0,1,62,0,0,0,0,0,1,0,0,0,1,230,0,0,3,0,0,0,3,0,0,2,0,1,0,0,6,0,0,1,0,0,0,0,2,0,0,0,4,1,0,0,3,0,0,0,1,0,0,2,0,0,0,0,0,1,12,0,0,0,0,0,0,7,0,1,3,0,0,0,0,1,0,1,0,2,1,16,0,16,0,0,0,5,0,2,0,0,0,20,10,0,1,3,0,0,0,0,0,0,4,4,810,0,0,1,0,0,1,1,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,3,0,1,0,0,2,2,20,0,0,2,6,0,0,388.80000000000655,[2413.46337076 6350.2830543 ],1561,105,2413.46337076,6350.2830543
1414,1414,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,84,0,1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,118,0,0,2,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,2,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,322,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,6,0,0,0,1,0,1,291.59999999999667,[2412.56337076 6415.9830543 ],629,96,2412.56337076,6415.9830543
1415,1415,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,338,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,262.4399999999941,[2413.46337076 5998.3830543 ],466,96,2413.46337076,5998.3830543
1416,1416,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.06000000000385,[2411.66337076 6260.7330543 ],226,64,2411.66337076,6260.7330543
1417,1417,0,0,0,6,4,2,0,3,0,0,0,0,0,1,2,0,0,1,3,1,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,30,0,0,7,2,0,0,0,2,0,0,5,0,36,0,0,0,2,0,3,0,0,0,0,0,0,0,1,0,288,0,0,0,0,1,0,0,1,0,2,4,4,1,0,1,0,1,0,3,3,1,2,1,0,19,9,3,0,0,1,0,1,1,23,1,1,1,6,0,0,0,0,7,0,1,2,3,3,2,0,1,32,0,0,0,0,0,0,1,0,1,0,42,0,0,10,0,1,2,7,0,0,0,0,0,2,0,40,2,0,0,0,1,1,0,0,0,0,0,21,5,0,0,26,0,0,1,0,0,1,5,0,8,0,5,0,0,34,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,2,1,0,0,1,44,0,116,0,0,3,10,2,2,0,0,2,62,8,3,0,4,0,0,0,0,1,0,1,0,816,0,6,0,0,2,0,2,0,2,1,0,6,0,0,0,0,0,1,4,2,1,1,1,0,0,0,0,0,9,1,1,1,2,1,2,0,0,1,0,2,0,10,0,1,5,12,0,1,316.710000000001,[2413.91337076 4858.5330543 ],1923,96,2413.91337076,4858.5330543
1418,1418,0,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,118,0,0,2,1,0,0,0,0,0,1,0,0,16,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,126,1,0,0,1,0,0,0,1,0,1,2,1,0,2,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,1,0,0,0,12,6,0,0,0,2,0,1,0,0,0,0,0,0,46,0,0,0,0,2,0,0,0,2,0,386,0,0,4,0,0,0,5,0,0,1,0,0,1,1,10,1,0,0,0,0,0,0,3,0,0,0,25,0,1,0,6,0,0,3,0,0,0,1,0,6,0,2,0,0,18,0,0,0,0,0,2,1,0,0,0,0,1,1,0,0,1,2,0,1,1,14,0,12,1,0,0,6,0,3,0,0,0,14,4,0,0,5,0,0,0,0,0,0,1,8,786,0,0,0,0,0,0,1,0,1,0,0,4,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,2,0,16,0,0,0,8,0,0,584.8200000000094,[2414.81337076 6194.5830543 ],1747,97,2414.81337076,6194.5830543
1419,1419,0,0,0,0,2,1,0,1,0,0,0,1,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,4,2,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,2,0,1,3,0,0,0,0,0,4,0,0,0,0,1,0,0,0,1,0,14,0,0,2,0,0,1,0,0,0,0,0,0,0,0,14,4,0,0,0,1,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,2,2,1,0,1,0,0,4,0,0,0,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,1,6,30,0,44,0,0,1,0,0,6,0,0,0,28,0,0,0,1,0,0,0,0,1,0,2,0,1102,0,0,0,0,0,3,0,0,0,0,3,4,0,0,23,0,0,1,2,0,0,0,2,0,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,3,0,0,306.1799999999907,[2416.16337076 4818.9330543 ],1379,96,2416.16337076,4818.9330543
1420,1420,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,1,0,0,1,1,0,0,1,0,46,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,2,3,1,1,0,0,0,0,0,3,1,0,1,0,0,2,9,0,0,0,2,0,0,1,0,0,0,0,6,2,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,208,1,0,4,0,0,0,1,0,0,11,0,0,0,0,8,0,1,0,0,0,0,0,0,0,1,0,3,1,0,0,2,0,0,1,0,0,0,0,2,2,0,0,2,0,4,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,6,22,0,24,1,0,2,1,0,3,0,0,0,50,0,3,0,3,0,0,0,0,0,0,5,1,740,0,0,1,0,0,0,0,0,0,0,0,14,1,0,4,0,0,0,4,1,0,0,8,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,275.40000000000333,[2417.06337076 4898.1330543 ],1275,105,2417.06337076,4898.1330543
